,title,tag,sentiment_score
486,Microcosmos: Le peuple de l'herbe (1996),Microcosmos:Lepeupledel'herbe,0.0
487,Escape from New York (1981),EscapefromNewYork,-0.11708
488,Paths of Glory (1957),PathsofGlory,0.0
489,The Innocent (1994),TheInnocent,-0.1288333333333333
490,Paris Is Burning (1990),ParisIsBurning,-0.244325
491,Once Upon a Time in the West (1969),OnceUponaTimeintheWest,0.32975
492,Ran (1985),Ran,0.3758
493,Once Upon a Time in America (1984),OnceUponaTimeinAmerica,0.327075
494,Glory (1989),Glory,0.4379799999999999
495,Rosencrantz and Guildenstern Are Dead (1990),RosencrantzandGuildensternAreDead,0.0
496,Touch of Evil (1958),TouchofEvil,-0.0122666666666666
497,Chinatown (1974),Chinatown,-0.28184
498,Stand by Me (1986),StandbyMe,0.1565399999999999
499,M (1931),M,0.55198
500,Pump Up the Volume (1990),PumpUptheVolume,0.51122
501,Arsenic and Old Lace (1944),ArsenicandOldLace,0.0
502,Fried Green Tomatoes (1991),FriedGreenTomatoes,0.15408
503,High Noon (1952),HighNoon,0.0566
504,Somewhere in Time (1980),SomewhereinTime,0.0
505,Being There (1979),BeingThere,0.4703199999999999
506,"Paris, Texas (1984)",ParisTexas,0.6342800000000001
507,Alien 3 (1992),Alien3,-0.1632
508,Blood For Dracula (Andy Warhol's Dracula) (1974),BloodForDracula,0.5719
509,Audrey Rose (1977),AudreyRose,0.12248
510,Blood Beach (1981),BloodBeach,-0.4939
511,Body Parts (1991),BodyParts,-0.00282
512,Body Snatchers (1993),BodySnatchers,-0.00938
513,Bride of Frankenstein (1935),BrideofFrankenstein,0.03002
514,Candyman (1992),Candyman,0.32438
515,Cape Fear (1962),CapeFear,0.13298
516,Cat People (1982),CatPeople,0.48114
517,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Nosferatu,0.15008
518,Fire on the Mountain (1996),FireontheMountain,-0.34
519,Volcano (1997),Volcano,0.35764
520,Conan the Barbarian (1981),ConantheBarbarian,0.38836
521,Kull the Conqueror (1997),KulltheConqueror,0.0
522,Wishmaster (1997),Wishmaster,0.30184
523,I Know What You Did Last Summer (1997),IKnowWhatYouDidLastSummer,-0.00214
524,Rocket Man (1997),RocketMan,0.2944
525,In the Line of Fire (1993),IntheLineofFire,0.0
526,Executive Decision (1996),ExecutiveDecision,0.04654
527,McHale's Navy (1997),McHale'sNavy,0.0
528,Leave It to Beaver (1997),LeaveIttoBeaver,-0.1063333333333333
529,Seven Years in Tibet (1997),SevenYearsinTibet,0.0
530,Dark City (1998),DarkCity,0.24942
531,Casino (1995),Casino,0.42622
532,Persuasion (1995),Persuasion,-0.15692
533,Kicking and Screaming (1995),KickingandScreaming,0.1523199999999999
534,City Hall (1996),CityHall,0.24106
535,Little Women (1994),LittleWomen,0.37528
536,Miami Rhapsody (1995),MiamiRhapsody,0.0
537,Barcelona (1994),Barcelona,0.46208
538,Widows' Peak (1994),Widows'Peak,0.51054
539,Singin' in the Rain (1952),Singin'intheRain,0.0
540,Bad Moon (1996),BadMoon,-0.02038
541,Enchanted April (1991),EnchantedApril,0.5231199999999999
542,"Sex, Lies, and Videotape (1989)",SexLiesandVideotape,0.6249
543,Strictly Ballroom (1992),StrictlyBallroom,-0.17405
544,Better Off Dead... (1985),BetterOffDead...,0.0812799999999999
545,Tin Men (1987),TinMen,0.32492
546,Othello (1995),Othello,0.08222
547,Carrington (1995),Carrington,0.1382
548,To Die For (1995),ToDieFor,0.0910666666666666
549,Home for the Holidays (1995),HomefortheHolidays,0.77762
550,In the Bleak Midwinter (1995),IntheBleakMidwinter,0.29978
551,Canadian Bacon (1994),CanadianBacon,-0.16515
552,First Knight (1995),FirstKnight,0.2553
553,Mallrats (1995),Mallrats,0.22754
554,Nine Months (1995),NineMonths,0.7845
555,Boys on the Side (1995),BoysontheSide,0.0
556,Circle of Friends (1995),CircleofFriends,0.7417199999999999
557,Exit to Eden (1994),ExittoEden,0.0
558,Fluke (1995),Fluke,0.2596
559,Immortal Beloved (1994),ImmortalBeloved,0.0
560,Junior (1994),Junior,-0.14028
561,Nell (1994),Nell,-0.25758
562,"Queen Margot (Reine Margot, La) (1994)",QueenMargot,0.0
563,"Corrina, Corrina (1994)",CorrinaCorrina,0.62694
564,Dave (1993),Dave,0.5793
565,Go Fish (1994),GoFish,0.1274799999999999
566,Made in America (1993),MadeinAmerica,0.5916399999999999
567,Philadelphia (1993),Philadelphia,0.08912
568,Shadowlands (1993),Shadowlands,0.27926
569,Sirens (1994),Sirens,-0.03734
570,Threesome (1994),Threesome,0.10668
571,Pretty Woman (1990),PrettyWoman,0.68056
572,Jane Eyre (1996),JaneEyre,0.2327199999999999
573,Ransom (1996),Ransom,0.29202
574,Michael Collins (1996),MichaelCollins,-0.13935
575,Real Genius (1985),RealGenius,0.424
576,Benny & Joon (1993),Benny&Joon,0.27986
577,Amistad (1997),Amistad,0.09474
578,Tomorrow Never Dies (1997),TomorrowNeverDies,0.44108
579,Burnt By the Sun (1994),BurntBytheSun,0.1779
580,Red Corner (1997),RedCorner,0.02655
581,Jumanji (1995),Jumanji,0.18874
582,Father of the Bride Part II (1995),FatheroftheBridePartII,0.0
583,Across the Sea of Time (1995),AcrosstheSeaofTime,0.0
584,Lawnmower Man 2: Beyond Cyberspace (1996),LawnmowerMan2:BeyondCyberspace,0.0
585,Fair Game (1995),FairGame,0.19462
586,Screamers (1995),Screamers,0.25458
587,Nick of Time (1995),NickofTime,0.19765
588,Beautiful Girls (1996),BeautifulGirls,0.76944
589,Happy Gilmore (1996),HappyGilmore,0.4482199999999999
590,If Lucy Fell (1996),IfLucyFell,0.0
591,Boomerang (1992),Boomerang,0.41554
592,Man of the Year (1995),ManoftheYear,0.09776
593,Casper (1995),Casper,0.4335799999999999
594,Congo (1995),Congo,-0.27658
595,Devil in a Blue Dress (1995),DevilinaBlueDress,0.36395
596,Johnny Mnemonic (1995),JohnnyMnemonic,0.27276
597,Kids (1995),Kids,0.2072999999999999
598,Mute Witness (1994),MuteWitness,0.0
599,Something to Talk About (1995),SomethingtoTalkAbout,0.3953
600,Three Wishes (1995),ThreeWishes,0.37916
601,Castle Freak (1995),CastleFreak,0.0
602,Don Juan DeMarco (1995),DonJuanDeMarco,0.45242
603,Drop Zone (1994),DropZone,0.1008199999999999
604,Dumb & Dumber (1994),Dumb&Dumber,-0.50864
605,French Kiss (1995),FrenchKiss,-0.1934199999999999
606,Little Odessa (1994),LittleOdessa,0.0
607,Milk Money (1994),MilkMoney,0.4404
608,Beyond Bedlam (1993),BeyondBedlam,0.0
609,Only You (1994),OnlyYou,0.07632
610,Roommates (1995),Roommates,0.24108
611,Relative Fear (1994),RelativeFear,0.0
612,Swimming with Sharks (1995),SwimmingwithSharks,0.33018
613,Tommy Boy (1995),TommyBoy,0.00488
614,Bullets Over Broadway (1994),BulletsOverBroadway,0.0
615,Crooklyn (1994),Crooklyn,0.1660599999999999
616,It Could Happen to You (1994),ItCouldHappentoYou,0.23346
617,Richie Rich (1994),RichieRich,-0.14796
618,Speechless (1994),Speechless,0.11284
619,Timecop (1994),Timecop,0.32396
620,Bad Company (1995),BadCompany,-0.24462
621,Boys Life (1995),BoysLife,0.32248
622,In the Mouth of Madness (1995),IntheMouthofMadness,0.15848
623,Hard Target (1993),HardTarget,0.26246
624,Heaven & Earth (1993),Heaven&Earth,0.6230800000000001
625,Jimmy Hollywood (1994),JimmyHollywood,0.34
626,Manhattan Murder Mystery (1993),ManhattanMurderMystery,-0.6908
627,Menace II Society (1993),MenaceIISociety,-0.2334333333333333
628,Poetic Justice (1993),PoeticJustice,0.22034
629,Rising Sun (1993),RisingSun,0.22616
630,Thirty-Two Short Films About Glenn Gould (1993),Thirty-TwoShortFilmsAboutGlennGould,0.0
631,Andre (1994),Andre,0.17816
632,One Fine Day (1996),OneFineDay,0.64116
633,Candyman: Farewell to the Flesh (1995),Candyman:FarewelltotheFlesh,0.0
634,Frisk (1995),Frisk,-0.1026
635,Girl 6 (1996),Girl6,0.13588
636,Eddie (1996),Eddie,0.20214
637,Space Jam (1996),SpaceJam,-0.09878
638,Mrs. Winterbourne (1996),Mrs.Winterbourne,0.337075
639,Faces (1968),Faces,0.1248999999999999
640,Mulholland Falls (1996),MulhollandFalls,0.0
641,Daylight (1996),Daylight,0.26126
642,Alaska (1996),Alaska,0.3036
643,Fled (1996),Fled,-0.41596
644,Power 98 (1995),Power98,0.23222
645,Escape from L.A. (1996),EscapefromL.A.,0.0
646,Bogus (1996),Bogus,0.3608
647,Bulletproof (1996),Bulletproof,0.12382
648,Halloween: The Curse of Michael Myers (1995),Halloween:TheCurseofMichaelMyers,0.872
649,Ninotchka (1939),Ninotchka,0.4245599999999999
650,Meet John Doe (1941),MeetJohnDoe,0.0
651,In the Line of Duty 2 (1987),IntheLineofDuty2,0.0
652,Loch Ness (1995),LochNess,-0.0168199999999999
653,Last Man Standing (1996),LastManStanding,0.3168
654,Pollyanna (1960),Pollyanna,0.1255
655,Freeway (1996),Freeway,-0.26856
656,That Thing You Do! (1996),ThatThingYouDo!,0.22234
657,To Gillian on Her 37th Birthday (1996),ToGillianonHer37thBirthday,0.0
658,Looking for Richard (1996),LookingforRichard,0.0
659,"Murder, My Sweet (1944)",MurderMySweet,0.0
660,Days of Thunder (1990),DaysofThunder,0.04742
661,Two or Three Things I Know About Her (1966),TwoorThreeThingsIKnowAboutHer,0.0
662,Braindead (1992),Braindead,-0.1729
663,Bad Taste (1987),BadTaste,-0.40216
664,Diva (1981),Diva,0.19034
665,Night on Earth (1991),NightonEarth,0.4896399999999999
666,Paris Was a Woman (1995),ParisWasaWoman,0.0
667,Amityville: Dollhouse (1996),Amityville:Dollhouse,-0.27006
668,April Fool's Day (1986),AprilFool'sDay,0.0
669,Nosferatu a Venezia (1986),NosferatuaVenezia,0.0
670,Jingle All the Way (1996),JingleAlltheWay,0.46005
671,My Fellow Americans (1996),MyFellowAmericans,0.2828
672,Michael (1996),Michael,0.203675
673,Hearts and Minds (1996),HeartsandMinds,0.2745599999999999
674,Fools Rush In (1997),FoolsRushIn,-0.06054
675,Touch (1997),Touch,0.47434
676,Vegas Vacation (1997),VegasVacation,-0.0268799999999999
677,Love Jones (1997),LoveJones,0.1833
678,Picture Perfect (1997),PicturePerfect,0.22876
679,Career Girls (1997),CareerGirls,0.621
680,She's So Lovely (1997),She'sSoLovely,0.0
681,Money Talks (1997),MoneyTalks,0.07764
682,Excess Baggage (1997),ExcessBaggage,0.2854
683,That Darn Cat! (1997),ThatDarnCat!,0.4326399999999999
684,Soul Food (1997),SoulFood,0.41134
685,Money Talks (1997),MoneyTalks,0.07764
686,Washington Square (1997),WashingtonSquare,0.15585
687,Telling Lies in America (1997),TellingLiesinAmerica,0.0
688,Year of the Horse (1997),YearoftheHorse,0.0
689,Phantoms (1998),Phantoms,0.1632399999999999
690,Eve's Bayou (1997),Eve'sBayou,0.0
691,One Night Stand (1997),OneNightStand,0.31866
692,Mortal Kombat: Annihilation (1997),MortalKombat:Annihilation,0.0
693,Bent (1997),Bent,-0.2961999999999999
694,Flubber (1997),Flubber,0.17264
695,For Richer or Poorer (1997),ForRicherorPoorer,0.0
696,Home Alone 3 (1997),HomeAlone3,0.0
697,Scream 2 (1997),Scream2,-0.3794799999999999
698,Time Tracers (1995),TimeTracers,0.0
699,Kundun (1997),Kundun,0.0440999999999999
700,Mr. Magoo (1997),Mr.Magoo,-0.1654
701,Afterglow (1997),Afterglow,-0.144525
702,Ma vie en rose (My Life in Pink) (1997),Mavieenrose,0.0
703,Great Expectations (1998),GreatExpectations,0.21338
704,Oscar & Lucinda (1997),Oscar&Lucinda,0.6288199999999999
705,Vermin (1998),Vermin,-0.18802
706,Half Baked (1998),HalfBaked,-0.0260249999999999
707,Dangerous Beauty (1998),DangerousBeauty,0.0
708,Nil By Mouth (1997),NilByMouth,0.06774
709,Twilight (1998),Twilight,0.19346
710,U.S. Marshalls (1998),U.S.Marshalls,0.0333399999999999
711,Love and Death on Long Island (1997),LoveandDeathonLongIsland,0.0
712,Wild Things (1998),WildThings,0.26785
713,Primary Colors (1998),PrimaryColors,0.3214
714,Lost in Space (1998),LostinSpace,-0.189
715,Mercury Rising (1998),MercuryRising,0.3163
716,City of Angels (1998),CityofAngels,0.44288
717,Two Bits (1995),TwoBits,0.2094
718,Farewell My Concubine (1993),FarewellMyConcubine,0.7184
719,Dead Man (1995),DeadMan,0.08284
720,Raise the Red Lantern (1991),RaisetheRedLantern,0.0
721,White Squall (1996),WhiteSquall,0.0903
722,Unforgettable (1996),Unforgettable,0.39464
723,Down Periscope (1996),DownPeriscope,0.0
724,Harriet the Spy (1996),HarriettheSpy,0.6377
725,Chain Reaction (1996),ChainReaction,0.16588
726,First Kid (1996),FirstKid,0.40692
727,Paradise Road (1997),ParadiseRoad,0.0
728,Brassed Off (1996),BrassedOff,0.7233799999999999
729,Murder in the First (1995),MurderintheFirst,-0.09345
730,Airheads (1994),Airheads,-0.0324
731,With Honors (1994),WithHonors,0.21075
732,What's Love Got to Do with It (1993),What'sLoveGottoDowithIt,0.0
733,Killing Zoe (1994),KillingZoe,-0.7506
734,Renaissance Man (1994),RenaissanceMan,0.09734
735,Charade (1963),Charade,-0.2122399999999999
736,Booty Call (1997),BootyCall,0.16858
737,How to Make an American Quilt (1995),HowtoMakeanAmericanQuilt,0.0
738,Georgia (1995),Georgia,0.04374
739,Blue in the Face (1995),BlueintheFace,0.0
740,Unstrung Heroes (1995),UnstrungHeroes,0.0
741,Unzipped (1995),Unzipped,0.3089
742,Before Sunrise (1995),BeforeSunrise,0.48344
743,Nobody's Fool (1994),Nobody'sFool,0.0
744,Pushing Hands (1992),PushingHands,0.0
745,To Live (Huozhe) (1994),ToLive,0.0792
746,Dazed and Confused (1993),DazedandConfused,-0.1595
747,Naked (1993),Naked,0.0461999999999999
748,Orlando (1993),Orlando,0.36202
749,Ruby in Paradise (1993),RubyinParadise,0.6191
750,Some Folks Call It a Sling Blade (1993),SomeFolksCallItaSlingBlade,0.0
751,Funny Face (1957),FunnyFace,0.36445
752,Little Lord Fauntleroy (1936),LittleLordFauntleroy,0.030675
753,Winnie the Pooh and the Blustery Day (1968),WinniethePoohandtheBlusteryDay,0.0
754,Hear My Song (1991),HearMySong,0.0
755,Mediterraneo (1991),Mediterraneo,0.2718
756,Passion Fish (1992),PassionFish,0.0
757,Grateful Dead (1995),GratefulDead,0.20894
758,Eye for an Eye (1996),EyeforanEye,-0.0185799999999999
759,Fear (1996),Fear,-0.5264
760,Solo (1996),Solo,0.47112
761,Heaven's Prisoners (1996),Heaven'sPrisoners,0.0
762,Mother Night (1996),MotherNight,0.0
763,Dangerous Ground (1997),DangerousGround,0.0
764,Maximum Risk (1996),MaximumRisk,0.0
765,Shadow Conspiracy (1997),ShadowConspiracy,0.0
766,Blood & Wine (1997),Blood&Wine,0.13448
767,Turbulence (1997),Turbulence,0.0764
768,Underworld (1997),Underworld,0.23182
769,Cats Don't Dance (1997),CatsDon'tDance,0.0
770,Anna Karenina (1997),AnnaKarenina,0.3738749999999999
771,Keys to Tulsa (1997),KeystoTulsa,0.0
772,Head Above Water (1996),HeadAboveWater,0.1381599999999999
773,Hercules (1997),Hercules,0.0624
774,"Kiss Me, Guido (1997)",KissMeGuido,0.0
775,Stuart Saves His Family (1995),StuartSavesHisFamily,0.0
776,Cabin Boy (1994),CabinBoy,0.4669999999999999
777,Clean Slate (1994),CleanSlate,0.5757399999999999
778,Lightning Jack (1994),LightningJack,-0.4404
779,That Darn Cat! (1997),ThatDarnCat!,0.4326399999999999
780,Geronimo: An American Legend (1993),Geronimo:AnAmericanLegend,0.0
781,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",DoubleviedeVéroniqueLa,0.0
782,Until the End of the World (Bis ans Ende der Welt) (1991),UntiltheEndoftheWorld,-0.0635749999999999
783,Waiting for Guffman (1996),WaitingforGuffman,0.6369
784,I Shot Andy Warhol (1996),IShotAndyWarhol,0.0
785,Stealing Beauty (1996),StealingBeauty,0.0
786,Basquiat (1996),Basquiat,0.013
787,2 Days in the Valley (1996),2DaysintheValley,0.0
788,Private Parts (1997),PrivateParts,-0.0710799999999999
789,Anaconda (1997),Anaconda,-0.0784
790,Romy and Michele's High School Reunion (1997),RomyandMichele'sHighSchoolReunion,0.0
791,Shiloh (1997),Shiloh,-0.13622
792,Con Air (1997),ConAir,0.32176
793,Trees Lounge (1996),TreesLounge,0.0
794,Tie Me Up! Tie Me Down! (1990),TieMeUp!TieMeDown!,0.0
795,"Die xue shuang xiong (Killer, The) (1989)",Diexueshuangxiong,0.0
796,Gaslight (1944),Gaslight,-0.0157399999999999
797,8 1/2 (1963),81/2,0.06576
798,"Fast, Cheap & Out of Control (1997)",FastCheap&OutofControl,0.0
799,Fathers' Day (1997),Fathers'Day,0.31998
800,Mrs. Dalloway (1997),Mrs.Dalloway,0.10184
801,Fire Down Below (1997),FireDownBelow,0.3839333333333333
802,Grumpier Old Men (1995),GrumpierOldMen,0.0
803,Jury Duty (1995),JuryDuty,0.52032
804,Lassie (1994),Lassie,-0.0412599999999999
805,Little Big League (1994),LittleBigLeague,0.0
806,Homeward Bound II: Lost in San Francisco (1996),HomewardBoundII:LostinSanFrancisco,0.0
807,Cool Runnings (1993),CoolRunnings,-0.07016
808,Drop Dead Fred (1991),DropDeadFred,-0.0145599999999999
809,Grease 2 (1982),Grease2,0.46408
810,Switchback (1997),Switchback,0.54742
811,Hamlet (1996),Hamlet,0.0224
812,Two if by Sea (1996),TwoifbySea,0.8402
813,Forget Paris (1995),ForgetParis,0.3612
814,Just Cause (1995),JustCause,0.4104599999999999
815,Rent-a-Kid (1995),Rent-a-Kid,0.08972
816,Fearless (1993),Fearless,0.6561600000000001
817,Malice (1993),Malice,-0.44902
818,Multiplicity (1996),Multiplicity,0.13772
819,She's the One (1996),She'stheOne,0.0
820,House Arrest (1996),HouseArrest,-0.12266
821,Dracula: Dead and Loving It (1995),Dracula:DeadandLovingIt,0.0
822,Now and Then (1995),NowandThen,0.41562
823,Mr. Wrong (1996),Mr.Wrong,-0.12104
824,Cronos (1992),Cronos,0.6369
825,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don'tBeaMenacetoSouthCentralWhileDrinkingYourJuiceintheHood,0.0
826,Four Days in September (1997),FourDaysinSeptember,0.0
827,Crossfire (1947),Crossfire,-0.31322
828,Koyaanisqatsi (1983),Koyaanisqatsi,0.17808
829,Balto (1995),Balto,0.0995799999999999
830,Bottle Rocket (1996),BottleRocket,0.13948
831,Amateur (1994),Amateur,0.54912
832,Living in Oblivion (1995),LivinginOblivion,0.0
833,Party Girl (1995),PartyGirl,0.0438599999999999
834,Shallow Grave (1994),ShallowGrave,0.33976
835,Reality Bites (1994),RealityBites,0.36748
836,Love and a .45 (1994),Loveanda.45,0.0
837,Oliver & Company (1988),Oliver&Company,0.40206
838,Joe's Apartment (1996),Joe'sApartment,0.0
839,Celestial Clockwork (1994),CelestialClockwork,0.0
840,Curdled (1996),Curdled,-0.53468
841,Female Perversions (1996),FemalePerversions,0.0
842,Albino Alligator (1996),AlbinoAlligator,0.4215
843,Anne Frank Remembered (1995),AnneFrankRemembered,0.0
844,Carried Away (1996),CarriedAway,0.1321399999999999
845,It's My Party (1995),It'sMyParty,0.0
846,Bloodsport 2 (1995),Bloodsport2,0.0
847,Double Team (1997),DoubleTeam,0.0192199999999999
848,Speed 2: Cruise Control (1997),Speed2:CruiseControl,0.0
849,Sliver (1993),Sliver,-0.1686599999999999
850,Pete's Dragon (1977),Pete'sDragon,0.0
851,Dear God (1996),DearGod,0.2526799999999999
852,Live Nude Girls (1995),LiveNudeGirls,0.21672
853,High School High (1996),HighSchoolHigh,0.0
854,Commandments (1997),Commandments,0.34034
855,"Hate (Haine, La) (1995)",Hate,-0.29076
856,Flirting With Disaster (1996),FlirtingWithDisaster,-0.6705
857,"Red Firecracker, Green Firecracker (1994)",RedFirecrackerGreenFirecracker,0.0
858,What Happened Was... (1994),WhatHappenedWas...,0.5313
859,Six Degrees of Separation (1993),SixDegreesofSeparation,0.22795
860,Two Much (1996),TwoMuch,0.06254
861,Trust (1990),Trust,0.57634
862,C'est arrivé près de chez vous (1992),C'estarrivéprèsdechezvous,0.0
863,Firestorm (1998),Firestorm,0.0565199999999999
864,Beyond Rangoon (1995),BeyondRangoon,0.9403
865,Feast of July (1995),FeastofJuly,0.0
866,Death and the Maiden (1994),DeathandtheMaiden,0.0
867,Tank Girl (1995),TankGirl,-0.04808
868,Double Happiness (1994),DoubleHappiness,0.7092799999999999
869,Cobb (1994),Cobb,0.3472
870,Mrs. Parker and the Vicious Circle (1994),Mrs.ParkerandtheViciousCircle,0.0
871,Faithful (1996),Faithful,0.52102
872,Twelfth Night (1996),TwelfthNight,0.1908
873,Surviving Picasso (1996),SurvivingPicasso,0.0
874,Up in Smoke (1978),UpinSmoke,-0.0101999999999999
875,Some Kind of Wonderful (1987),SomeKindofWonderful,0.181
876,I'm Not Rappaport (1996),I'mNotRappaport,0.1763199999999999
877,They Made Me a Criminal (1939),TheyMadeMeaCriminal,-0.7184
878,Heidi Fleiss: Hollywood Madam (1995) ,HeidiFleiss:HollywoodMadam,0.0
879,Chungking Express (1994),ChungkingExpress,0.64452
880,Jupiter's Wife (1994),Jupiter'sWife,0.0
881,Safe (1995),Safe,0.30556
882,Feeling Minnesota (1996),FeelingMinnesota,0.0
883,Escape to Witch Mountain (1975),EscapetoWitchMountain,0.0
884,Get on the Bus (1996),GetontheBus,0.5202
885,Ghosts of Mississippi (1996),GhostsofMississippi,0.0
886,Beautiful Thing (1996),BeautifulThing,0.32178
887,Best Men (1997),BestMen,0.38838
888,Hackers (1995),Hackers,0.0771
889,When We Were Kings (1996),WhenWeWereKings,0.8481
890,Hard Eight (1996),HardEight,0.3612
891,Blue Chips (1994),BlueChips,-0.0278399999999999
892,Calendar Girl (1993),CalendarGirl,-0.14688
893,My Family (1995),MyFamily,0.21462
894,Tom & Viv (1994),Tom&Viv,0.5102599999999999
895,Walkabout (1971),Walkabout,0.059
896,Last Dance (1996),LastDance,0.1528
897,Original Gangstas (1996),OriginalGangstas,0.0
898,In Love and War (1996),InLoveandWar,-0.1348499999999999
899,Backbeat (1993),Backbeat,0.0076999999999999
900,Alphaville (1965),Alphaville,0.1171799999999999
901,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",RendezvousinParis,0.0
902,Cyclo (1995),Cyclo,0.45416
903,"Fille seule, La (A Single Girl) (1995)",FilleseuleLa,0.0
904,Stalker (1979),Stalker,0.46098
905,Love! Valour! Compassion! (1997),Love!Valour!Compassion!,0.88928
906,Palookaville (1996),Palookaville,0.0088
907,Phat Beach (1996),PhatBeach,0.0
908,Zeus and Roxanne (1997),ZeusandRoxanne,0.0
909,Big Bully (1996),BigBully,0.2296
910,Love & Human Remains (1993),Love&HumanRemains,0.0
911,Little Buddha (1993),LittleBuddha,0.5994
912,Fresh (1994),Fresh,0.36224
913,Spanking the Monkey (1994),SpankingtheMonkey,0.0
914,Wild Reeds (1994),WildReeds,0.0
915,Bliss (1997),Bliss,0.18266
916,Caught (1996),Caught,0.0091199999999999
917,Hugo Pool (1997),HugoPool,0.0
918,Welcome To Sarajevo (1997),WelcomeToSarajevo,0.0
919,Dunston Checks In (1996),DunstonChecksIn,0.0
920,Major Payne (1994),MajorPayne,0.37702
921,Man of the House (1995),ManoftheHouse,0.37996
922,I Love Trouble (1994),ILoveTrouble,0.0
923,Cops and Robbersons (1994),CopsandRobbersons,0.0
924,In the Army Now (1994),IntheArmyNow,0.8555
925,Switchblade Sisters (1975),SwitchbladeSisters,0.0
926,Young Guns II (1990),YoungGunsII,0.0
927,Prefontaine (1997),Prefontaine,0.26564
928,That Old Feeling (1997),ThatOldFeeling,0.128
929,Before the Rain (Pred dozhdot) (1994),BeforetheRain,-0.802
930,Once Were Warriors (1994),OnceWereWarriors,0.31345
931,Strawberry and Chocolate (Fresa y chocolate) (1993),StrawberryandChocolate,0.0
932,"Savage Nights (Nuits fauves, Les) (1992)",SavageNights,0.0
933,Purple Noon (1960),PurpleNoon,0.2023
934,Cemetery Man (Dellamorte Dellamore) (1994),CemeteryMan,0.0
935,Kim (1950),Kim,0.0252799999999999
936,Marlene Dietrich: Shadow and Light (1996) ,MarleneDietrich:ShadowandLight,0.0
937,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",MaybeMaybeNot,0.5246
938,Top Hat (1935),TopHat,0.33024
939,To Be or Not to Be (1942),ToBeorNottoBe,0.606
940,Amos & Andrew (1993),Amos&Andrew,0.51074
941,Jade (1995),Jade,-0.02782
942,Kiss of Death (1995),KissofDeath,0.1828
943,Mixed Nuts (1994),MixedNuts,0.09245
944,Virtuosity (1995),Virtuosity,0.66594
945,Blue Sky (1994),BlueSky,0.30972
946,Flesh and Bone (1993),FleshandBone,-0.02374
947,Guilty as Sin (1993),GuiltyasSin,-0.52792
948,In the Realm of the Senses (Ai no corrida) (1976),IntheRealmoftheSenses,0.0
949,Barb Wire (1996),BarbWire,0.11646
950,Kissed (1996),Kissed,0.4104599999999999
951,Assassins (1995),Assassins,-0.16392
952,Friday (1995),Friday,0.59008
953,Higher Learning (1995),HigherLearning,0.12938
954,When a Man Loves a Woman (1994),WhenaManLovesaWoman,0.6481750000000001
955,Judgment Night (1993),JudgmentNight,0.0
956,King of the Hill (1993),KingoftheHill,0.35078
957,Angus (1995),Angus,0.08512
958,Night Falls on Manhattan (1997),NightFallsonManhattan,0.0
959,Under Siege 2: Dark Territory (1995),UnderSiege2:DarkTerritory,0.0
960,Poison Ivy II (1995),PoisonIvyII,0.3612
961,Ready to Wear (Pret-A-Porter) (1994),ReadytoWear,0.0
962,Marked for Death (1990),MarkedforDeath,0.2263
963,Madonna: Truth or Dare (1991),Madonna:TruthorDare,0.688
964,Nénette et Boni (1996),NénetteetBoni,0.0
965,Chairman of the Board (1998),ChairmanoftheBoard,0.0
966,"Other Voices, Other Rooms (1997)",OtherVoicesOtherRooms,0.0
967,Twisted (1996),Twisted,-0.1005999999999999
968,Full Speed (1996),FullSpeed,-0.0627
969,Cutthroat Island (1995),CutthroatIsland,0.0
970,Ghost in the Shell (Kokaku kidotai) (1995),GhostintheShell,-0.31304
971,Night Flier (1997),NightFlier,0.3544
972,Metro (1997),Metro,0.25942
973,Gridlock'd (1997),Gridlock'd,0.0793666666666666
974,Bushwhacked (1995),Bushwhacked,0.1021
975,Bad Girls (1994),BadGirls,-0.0290399999999999
976,Blink (1994),Blink,0.13704
977,For Love or Money (1993),ForLoveorMoney,0.0
978,Best of the Best 3: No Turning Back (1995),BestoftheBest3:NoTurningBack,0.0
979,A Chef in Love (1996),AChefinLove,0.0
980,"Contempt (Mépris, Le) (1963)",Contempt,-0.20658
981,Gone Fishin' (1997),GoneFishin',0.36604
982,Broken English (1996),BrokenEnglish,0.0591999999999999
983,Trial and Error (1997),TrialandError,0.02386
984,Pie in the Sky (1995),PieintheSky,0.3223
985,Total Eclipse (1995),TotalEclipse,-0.0514
986,Walking and Talking (1996),WalkingandTalking,0.20776
987,Foxfire (1996),Foxfire,0.19656
988,Nothing to Lose (1994),NothingtoLose,0.0234799999999999
989,Star Maps (1997),StarMaps,0.46085
990,Bread and Chocolate (Pane e cioccolata) (1973),BreadandChocolate,0.0
991,Clockers (1995),Clockers,-0.16798
992,Bitter Moon (1992),BitterMoon,0.0772
993,Love in the Afternoon (1957),LoveintheAfternoon,0.22454
994,Life with Mikey (1993),LifewithMikey,0.2405
995,North (1994),North,0.5314
996,Talking About Sex (1994),TalkingAboutSex,0.0
997,Color of Night (1994),ColorofNight,0.0
998,Robocop 3 (1993),Robocop3,0.00904
